Cset,Phase,ConclusionRaw,Difficulty,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
QQ5779,Primary (Baseline),ID,Diff,Match,QQ5779,QQ,2,2,2,B,B,B:B,G,G,GG,20190618M_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ6160,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6160,QQ,1,1,1,C,C,C:C,G,G,GG,20190412E_2,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6382,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6382,QQ,3,3,3,A,C,A:C,P,G,PG,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
QQ6435,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6435,QQ,2,2,2,A,A,A:A,P,P,PP,20190507O_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ6527,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6527,QQ,2,2,3,B,B,B:B,G,G,GG,20190415E_4,80.0,98.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6890,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6890,QQ,1,1,1,B,B,B:B,G,G,GG,20190404B_4,,,"Diff Model, FMJ",9ML,9ML
QQ7690,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7690,QQ,1,1,1,A,A,A:A,P,P,PP,20190508I_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7723,Primary (Baseline),ID,Norm,Match,QQ7723,QQ,3,3,3,A,A,A:A,P,P,PP,20190501F_3,70.0,88.0,"Same Model, Diff Sess, JHP",038,038
QQ8017,Primary (Baseline),Excl,Easy,NonMatch,QQ8017,QQ,2,2,2,A,B,A:B,P,G,PG,20190621J_3,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ8172,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ8172,QQ,3,3,4,B,A,A:B,G,P,PG,20190412D_3,70.0,88.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ8307,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8307,QQ,3,3,3,C,C,C:C,G,G,GG,20190117A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ8633,Primary (Baseline),ID,Norm,Match,QQ8633,QQ,3,3,3,A,A,A:A,P,P,PP,20190618F_4,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ8881,Primary (Baseline),Excl,Easy,NonMatch,QQ8881,QQ,2,2,2,A,A,A:A,P,P,PP,20190501O_3,,,"Diff Caliber, JHP",9ML,040
QQ5177,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ5177,QQ,2,2,3,B,B,B:B,G,G,GG,20190507G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
QQ5239,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5239,QQ,2,2,2,C,B,B:C,G,G,GG,20190415I_4,40.0,58.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ5498,Primary (Baseline),Excl,Easy,NonMatch,QQ5498,QQ,2,2,2,A,B,A:B,P,G,PG,20190404B_0,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ5791,Primary (Baseline),LeanID,Diff,Match,QQ5791,QQ,2,2,3,A,A,A:A,P,P,PP,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ6171,Primary (Baseline),Excl,VEasy,NonMatch,QQ6171,QQ,2,2,2,A,A,A:A,P,P,PP,20190412S_0,,,"Diff Caliber, FMJ",9ML,038
QQ7271,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7271,QQ,3,3,3,C,C,C:C,G,G,GG,20190412D_1,,,"Same Model, Diff Sess, FMJ",038,038
QQ7748,Primary (Baseline),Excl,Norm,NonMatch,QQ7748,QQ,3,3,3,A,A,A:A,P,P,PP,20190222C_1,,,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ8181,Primary (Baseline),Excl,Norm,NonMatch,QQ8181,QQ,3,3,3,A,B,A:B,P,G,PG,20190320F_0,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ8539,Primary (Baseline),Excl,Diff,NonMatch,QQ8539,QQ,3,3,3,B,B,B:B,G,G,GG,20190415F_2,,,"Diff Make, JHP",038,038
QQ8592,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ8592,QQ,3,3,3,A,B,A:B,P,G,PG,20190416I_0,,,"Diff Model, JHP",038,038
QQ5063,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5063,QQ,3,3,3,C,B,B:C,G,G,GG,20190501R_1,,,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ5140,Primary (Baseline),Excl,VEasy,NonMatch,QQ5140,QQ,3,3,3,A,A,A:A,P,P,PP,20190621X_4,,,"Diff Model, JHP",9ML,9ML
QQ5830,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5830,QQ,3,3,3,B,A,A:B,G,P,PG,20190415N_4,,,"Diff Make, FMJ",038,038
QQ6025,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6025,QQ,3,3,3,B,B,B:B,G,G,GG,20190412L_3,,,"Diff Model, FMJ-JHP",038,038
QQ6778,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6778,QQ,3,3,3,A,A,A:A,P,P,PP,20190618P_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ7003,Primary (Baseline),Excl,VEasy,NonMatch,QQ7003,QQ,3,3,3,A,A,A:A,P,P,PP,20190507G_2,,,"Diff Make, JHP-FMJ",040,040
QQ7163,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7163,QQ,3,3,3,A,B,A:B,P,G,PG,20190501R_3,,,"Same Model, Diff Sess, JHP",040,040
QQ7599,Primary (Baseline),Excl,VEasy,NonMatch,QQ7599,QQ,3,3,3,B,B,B:B,G,G,GG,20190507R_0,,,"Diff Caliber, FMJ-JHP",040,9ML
QQ8086,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8086,QQ,3,3,5,A,A,A:A,P,P,PP,20190621G_3,40.0,58.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ8340,Primary (Baseline),ID,Easy,Match,QQ8340,QQ,3,3,3,A,C,A:C,P,G,PG,20190618A_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ5015,Primary (Baseline),Excl,Norm,NonMatch,QQ5015,QQ,3,3,3,A,B,A:B,P,G,PG,20190320F_3,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ5077,Primary (Baseline),LeanExcl,VDiff,NonMatch,QQ5077,QQ,3,3,3,A,A,A:A,P,P,PP,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ5293,Primary (Baseline),Excl,Norm,NonMatch,QQ5293,QQ,3,3,4,A,A,A:A,P,P,PP,20190508G_2,110.0,128.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5329,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ5329,QQ,3,3,3,B,B,B:B,G,G,GG,20190412S_1,,,"Diff Make, FMJ",038,038
QQ5967,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ5967,QQ,3,3,3,A,B,A:B,P,G,PG,20190415J_3,,,"Diff Model, JHP",038,038
QQ5988,Primary (Baseline),ID,Norm,Match,QQ5988,QQ,3,3,3,B,B,B:B,G,P,PG,20190618J_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ6058,Primary (Baseline),LeanExcl,VDiff,NonMatch,QQ6058,QQ,3,3,3,B,B,B:B,G,G,GG,20190415P_3,,,"Same Model, Diff Sess, FMJ",038,038
QQ6089,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6089,QQ,1,1,1,A,C,A:C,P,G,PG,20190416G_4,,,"Same Model, Diff Sess, FMJ",038,038
QQ6337,Primary (Baseline),LeanID,Diff,Match,QQ6337,QQ,1,1,1,A,A,A:A,P,P,PP,20190501B_0,10.0,28.0,"Same Model, Diff Sess, FMJ",038,038
QQ6514,Primary (Baseline),ID,Norm,Match,QQ6514,QQ,1,1,1,B,B,B:B,G,G,GG,20190412C_3,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
QQ6709,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6709,QQ,1,1,1,A,A,A:A,P,P,PP,20190621A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6754,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ6754,QQ,3,3,3,B,B,B:B,G,G,GG,20190416D_4,,,"Same Model, Diff Sess, FMJ",038,038
QQ6821,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6821,QQ,2,2,2,B,B,B:B,G,G,GG,20190320D_3,,,"Diff Model, JHP-FMJ",9ML,9ML
QQ6998,Primary (Baseline),LeanExcl,Norm,NonMatch,QQ6998,QQ,1,1,3,B,B,B:B,G,G,GG,20190415K_4,40.0,58.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7001,Primary (Baseline),Excl,Norm,NonMatch,QQ7001,QQ,2,2,2,A,A,A:A,P,P,PP,20190621M_1,,,"Diff Model, FMJ",9ML,9ML
QQ7321,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7321,QQ,2,2,2,C,B,B:C,G,G,GG,20190415E_4,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7426,Primary (Baseline),Excl,Diff,NonMatch,QQ7426,QQ,3,3,3,A,A,A:A,P,P,PP,20190508H_2,,,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ7525,Primary (Baseline),ID,Diff,Match,QQ7525,QQ,3,3,3,B,B,B:B,G,G,GG,20190415E_3,30.0,48.0,"Same Model, Diff Sess, JHP",038,038
QQ7552,Primary (Baseline),Excl,Diff,NonMatch,QQ7552,QQ,1,1,1,A,A,A:A,P,P,PP,20190618G_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ7615,Primary (Baseline),ID,Norm,Match,QQ7615,QQ,1,1,1,A,A,A:A,P,P,PP,20190618J_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ7645,Primary (Baseline),Excl,Diff,NonMatch,QQ7645,QQ,1,1,4,A,B,A:B,P,G,PG,20190621W_1,30.0,48.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ7769,Primary (Baseline),LeanID,Diff,Match,QQ7769,QQ,1,1,3,B,B,B:B,G,G,GG,20190415O_4,,,"Same Model, Diff Sess, JHP",038,038
QQ7889,Primary (Baseline),Excl,VEasy,NonMatch,QQ7889,QQ,1,1,1,A,A,A:A,P,P,PP,20190320A_2,,,"Diff Caliber, FMJ",038,9ML
QQ8658,Primary (Baseline),Excl,Diff,NonMatch,QQ8658,QQ,2,2,2,A,B,A:B,P,G,PG,20190508H_4,,,"Diff Make, JHP",9ML,9ML
QQ8786,Primary (Baseline),Excl,Norm,NonMatch,QQ8786,QQ,1,1,1,A,C,A:C,P,G,PG,20190618D_3,,,"Diff Make, FMJ",9ML,9ML
QQ5039,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5039,QQ,3,3,3,A,B,A:B,P,G,PG,20190415G_2,,,"Diff Make, FMJ",038,038
QQ5057,Primary (Baseline),Excl,VEasy,NonMatch,QQ5057,QQ,2,2,2,A,A,A:A,P,P,PP,20190621U_3,,,"Diff Make, FMJ-JHP",9ML,9ML
QQ5077,Primary (Baseline),NoValue,na,Inconclusive,QQ5077,QQ,3,3,3,A,A,A:A,P,P,PP,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
QQ5293,Primary (Baseline),NoValue,na,Inconclusive,QQ5293,QQ,3,3,4,A,A,A:A,P,P,PP,20190508G_2,110.0,128.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5315,Primary (2nd assignments),NoValue,na,Inconclusive,QQ5315,QQ,3,4,4,B,B,B:B,P,P,PP,20190415Q_4,50.0,68.0,"Same Model, Diff Sess, FMJ",038,038
QQ5315,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5315,QQ,3,4,4,B,B,B:B,P,P,PP,20190415Q_4,50.0,68.0,"Same Model, Diff Sess, FMJ",038,038
QQ5376,Primary (Baseline),NoValue,na,Inconclusive,QQ5376,QQ,3,3,3,B,B,B:B,G,G,GG,20190621B_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5439,Primary (Baseline),Excl,VEasy,NonMatch,QQ5439,QQ,2,2,2,B,B,B:B,G,G,GG,20190507E_0,,,"Diff Caliber, JHP-FMJ",9ML,040
QQ5555,Primary (Baseline),Excl,VEasy,NonMatch,QQ5555,QQ,3,3,3,A,A,A:A,P,P,PP,20190621V_2,,,"Diff Model, FMJ",9ML,9ML
QQ5680,Primary (Baseline),NoValue,na,Inconclusive,QQ5680,QQ,3,3,3,B,B,B:B,G,G,GG,20190507D_0,,,"Same Model, Diff Sess, JHP-FMJ",040,040
QQ5776,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ5776,QQ,3,3,4,A,C,A:C,P,G,PG,20190621U_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5988,Primary (Baseline),ID,Easy,Match,QQ5988,QQ,3,3,3,B,B,B:B,G,P,PG,20190618J_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ6046,Primary (2nd assignments),Insuff,Diff,Inconclusive,QQ6046,QQ,3,4,4,A,C,A:C,P,G,PG,20190618J_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6046,Primary (Baseline),Excl,VEasy,NonMatch,QQ6046,QQ,3,4,4,A,C,A:C,P,G,PG,20190618J_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6058,Primary (Baseline),NoValue,na,Inconclusive,QQ6058,QQ,3,3,3,B,B,B:B,G,G,GG,20190415P_3,,,"Same Model, Diff Sess, FMJ",038,038
QQ6199,Primary (Baseline),NoValue,na,Inconclusive,QQ6199,QQ,2,2,2,A,C,A:C,P,G,PG,20190501A_3,10.0,28.0,"Same Model, Diff Sess, FMJ",038,038
QQ6537,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6537,QQ,2,2,2,A,B,A:B,P,G,PG,20190618D_1,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ6538,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ6538,QQ,3,3,3,A,C,A:C,P,G,PG,20190313C_0,60.0,78.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ6605,Primary (Baseline),Excl,VEasy,NonMatch,QQ6605,QQ,3,3,3,B,C,B:C,G,G,GG,20190412Q_2,,,"Diff Model, JHP-FMJ",038,038
QQ6611,Primary (Baseline),ID,VEasy,Match,QQ6611,QQ,1,1,1,C,C,C:C,G,G,GG,20190412I_3,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
QQ6665,Primary (Baseline),LeanExcl,Diff,NonMatch,QQ6665,QQ,1,1,1,A,A,A:A,P,P,PP,20190415E_0,,,"Same Model, Diff Sess, JHP",038,038
QQ6736,Primary (Baseline),Excl,VEasy,NonMatch,QQ6736,QQ,3,3,3,A,B,A:B,P,G,PG,20190416H_3,,,"Diff Caliber, FMJ",9ML,038
QQ6854,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6854,QQ,3,3,3,A,A,A:A,P,P,PP,20190618L_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ6867,Primary (Baseline),ID,VEasy,Match,QQ6867,QQ,3,3,3,A,A,A:A,P,P,PP,20190320C_3,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ7081,Primary (2nd assignments),NoValue,na,Inconclusive,QQ7081,QQ,3,4,4,A,B,A:B,P,G,PG,20190415O_3,70.0,88.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7081,Primary (Baseline),NoValue,na,Inconclusive,QQ7081,QQ,3,4,4,A,B,A:B,P,G,PG,20190415O_3,70.0,88.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7271,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7271,QQ,3,3,3,C,C,C:C,G,G,GG,20190412D_1,,,"Same Model, Diff Sess, FMJ",038,038
QQ7293,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7293,QQ,2,2,2,A,A,A:A,P,P,PP,20190507K_2,50.0,68.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ7330,Primary (Baseline),ID,VDiff,Match,QQ7330,QQ,2,2,2,A,B,A:B,P,G,PG,20190508F_3,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
QQ7370,Primary (Baseline),NoValue,na,Inconclusive,QQ7370,QQ,3,3,3,B,B,B:B,G,G,GG,20190415F_1,,,"Diff Make, FMJ-JHP",038,038
QQ7409,Primary (2nd assignments),ID,Easy,Match,QQ7409,QQ,3,4,4,A,A,A:A,P,P,PP,20190117C_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ7409,Primary (Baseline),ID,Easy,Match,QQ7409,QQ,3,4,4,A,A,A:A,P,P,PP,20190117C_2,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ7434,Primary (Baseline),NoValue,na,Inconclusive,QQ7434,QQ,2,2,2,C,C,C:C,G,G,GG,20190416C_1,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
QQ7440,Primary (Baseline),NoValue,na,Inconclusive,QQ7440,QQ,2,2,2,C,C,C:C,G,G,GG,20190507B_1,50.0,68.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ7525,Primary (Baseline),ID,Norm,Match,QQ7525,QQ,3,3,3,B,B,B:B,G,G,GG,20190415E_3,30.0,48.0,"Same Model, Diff Sess, JHP",038,038
QQ7527,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7527,QQ,3,3,3,C,C,C:C,G,G,GG,20190501G_2,,,"Diff Model, FMJ",038,038
QQ7627,Primary (2nd assignments),Insuff,Diff,Inconclusive,QQ7627,QQ,3,4,4,B,B,B:B,G,G,GG,20190415E_0,,,"Same Model, Diff Sess, JHP",038,038
QQ7627,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7627,QQ,3,4,4,B,B,B:B,G,G,GG,20190415E_0,,,"Same Model, Diff Sess, JHP",038,038
QQ7748,Primary (Baseline),Insuff,Diff,Inconclusive,QQ7748,QQ,3,3,3,A,A,A:A,P,P,PP,20190222C_1,,,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ7837,Primary (Baseline),NoValue,na,Inconclusive,QQ7837,QQ,3,3,3,A,A,A:A,P,P,PP,20190508B_3,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ7842,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ7842,QQ,2,2,2,A,C,A:C,P,G,PG,20190618J_0,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ8047,Primary (Baseline),Excl,VEasy,NonMatch,QQ8047,QQ,1,1,1,A,A,A:A,P,P,PP,20190416A_3,,,"Diff Caliber, FMJ",9ML,038
QQ8111,Primary (Baseline),Excl,Diff,NonMatch,QQ8111,QQ,3,3,3,A,A,A:A,P,P,PP,20190117B_4,,,"Diff Make, JHP",9ML,9ML
QQ8181,Primary (Baseline),Excl,VEasy,NonMatch,QQ8181,QQ,3,3,3,A,B,A:B,P,G,PG,20190320F_0,,,"Diff Model, FMJ-JHP",9ML,9ML
QQ8354,Primary (Baseline),NoValue,na,Inconclusive,QQ8354,QQ,2,2,2,A,A,A:A,P,P,PP,20190508B_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ8483,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8483,QQ,3,3,3,A,B,A:B,P,G,PG,20190507G_2,,,"Same Model, Diff Sess, JHP-FMJ",040,040
QQ8529,Primary (Baseline),Excl,Norm,NonMatch,QQ8529,QQ,1,1,1,A,C,A:C,P,G,PG,20190618A_3,,,"Diff Make, JHP-FMJ",9ML,9ML
QQ8539,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8539,QQ,3,3,3,B,B,B:B,G,G,GG,20190415F_2,,,"Diff Make, JHP",038,038
QQ8592,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8592,QQ,3,3,3,A,B,A:B,P,G,PG,20190416I_0,,,"Diff Model, JHP",038,038
QQ8863,Primary (Baseline),Insuff,Diff,Inconclusive,QQ8863,QQ,1,1,1,B,B,B:B,G,G,GG,20190618O_4,60.0,78.0,"Same Model, Diff Sess, FMJ-JHP",9ML,9ML
QQ5005,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5005,QQ,3,3,3,A,A,A:A,P,P,PP,20190501P_3,,,"Same Model, Diff Sess, FMJ",040,040
QQ5088,Supplemental,Insuff,Norm,Inconclusive,QQ5088,QQ,1,1,3,B,B,B:B,G,G,GG,20190621J_1,,,"Same Model, Diff Sess, FMJ",9ML,9ML
QQ5270,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5270,QQ,1,1,1,B,B,B:B,G,G,GG,20190416F_3,,,"Diff Model, FMJ-JHP",038,038
QQ5293,Supplemental,Insuff,Norm,Inconclusive,QQ5293,QQ,3,3,4,A,A,A:A,P,P,PP,20190508G_2,110.0,128.0,"Same Model, Diff Sess, JHP-FMJ",9ML,9ML
QQ5327,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5327,QQ,3,3,3,A,B,A:B,P,G,PG,20190415N_4,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ5357,Supplemental,Insuff,Norm,Inconclusive,QQ5357,QQ,2,2,4,B,B,B:B,G,G,GG,20190416H_0,50.0,68.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ5432,Primary (Baseline),LeanID,Norm,Match,QQ5432,QQ,3,3,4,B,B,B:B,G,G,GG,20190320F_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5440,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5440,QQ,1,1,1,A,A,A:A,P,P,PP,20190415L_3,,,"Diff Model, FMJ",038,038
QQ5463,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5463,QQ,3,4,4,A,B,A:B,P,G,PG,20190621W_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5485,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5485,QQ,3,4,4,A,A,A:A,P,P,PP,20190412K_4,,,"Diff Model, FMJ-JHP",038,038
QQ5530,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5530,QQ,1,1,1,A,B,A:B,P,G,PG,20190508B_0,,,"Diff Make, JHP",9ML,9ML
QQ5540,Primary (Baseline),ID,Norm,Match,QQ5540,QQ,3,3,3,B,A,A:B,G,P,PG,20190501F_4,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
QQ5601,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5601,QQ,3,4,4,B,B,B:B,G,G,GG,20190412R_4,,,"Diff Model, JHP",038,038
QQ5620,Primary (Baseline),Insuff,Norm,Inconclusive,QQ5620,QQ,3,4,4,A,A,A:A,P,P,PP,20190415E_4,,,"Diff Make, JHP",038,038
QQ5780,Primary (Baseline),Insuff,Diff,Inconclusive,QQ5780,QQ,3,3,3,B,B,B:B,G,G,GG,20190501H_3,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
QQ5840,Primary (Baseline),Excl,VEasy,NonMatch,QQ5840,QQ,3,3,3,B,B,B:B,G,G,GG,20190618A_3,,,"Diff Caliber, JHP-FMJ",038,9ML
QQ5855,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ5855,QQ,3,3,3,B,B,B:B,G,G,GG,20190508H_0,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ5907,Primary (Baseline),ID,Easy,Match,QQ5907,QQ,3,3,3,A,A,A:A,P,P,PP,20190501M_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
QQ6170,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6170,QQ,3,4,4,A,B,A:B,P,G,PG,20190507F_4,,,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ6265,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6265,QQ,3,3,3,A,B,A:B,P,G,PG,20190621K_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ6407,Primary (Baseline),Insuff,VDiff,Inconclusive,QQ6407,QQ,3,3,3,A,A,A:A,P,P,PP,20190412G_4,90.0,108.0,"Same Model, Diff Sess, JHP-FMJ",038,038
QQ6459,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6459,QQ,3,3,3,A,A,A:A,P,P,PP,20190412H_4,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
QQ6570,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6570,QQ,3,3,3,A,B,A:B,P,G,PG,20190415G_4,,,"Same Model, Diff Sess, FMJ",038,038
QQ6643,Primary (Baseline),LeanID,Norm,Match,QQ6643,QQ,3,3,3,A,A,A:A,P,P,PP,20190313A_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
QQ6863,Primary (Baseline),Insuff,Norm,Inconclusive,QQ6863,QQ,3,3,3,A,C,A:C,P,G,PG,20190415I_1,60.0,78.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ6977,Primary (Baseline),Insuff,Diff,Inconclusive,QQ6977,QQ,1,1,1,A,A,A:A,P,P,PP,20190507C_3,,,"Same Model, Diff Sess, JHP",040,040
QQ6998,Supplemental,Insuff,Norm,Inconclusive,QQ6998,QQ,1,1,3,B,B,B:B,G,G,GG,20190415K_4,40.0,58.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7103,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7103,QQ,3,3,3,B,B,B:B,G,G,GG,20190618S_3,20.0,38.0,"Same Model, Same Sess, FMJ",9ML,9ML
QQ7141,Supplemental,Insuff,Norm,Inconclusive,QQ7141,QQ,3,3,4,A,A,A:A,P,P,PP,20190501D_4,,,"Same Model, Diff Sess, FMJ",038,038
QQ7200,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7200,QQ,3,3,3,A,A,A:A,P,P,PP,20190412U_4,,,"Diff Make, FMJ-JHP",038,038
QQ7219,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7219,QQ,1,1,1,B,B,B:B,G,G,GG,20190412L_4,,,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7243,Supplemental,Insuff,Diff,Inconclusive,QQ7243,QQ,3,3,4,B,B,B:B,G,G,GG,20190507K_1,50.0,68.0,"Same Model, Diff Sess, FMJ-JHP",040,040
QQ7256,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7256,QQ,3,3,3,B,B,B:B,G,G,GG,20190416I_2,20.0,38.0,"Same Model, Diff Sess, FMJ-JHP",038,038
QQ7363,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7363,QQ,3,3,3,A,B,A:B,P,G,PG,20190415M_4,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
QQ7499,Primary (Baseline),ID,VEasy,Match,QQ7499,QQ,3,3,3,A,A,A:A,P,P,PP,20190404C_1,20.0,38.0,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7709,Primary (Baseline),Insuff,Norm,Inconclusive,QQ7709,QQ,3,3,3,A,B,A:B,P,G,PG,20190507R_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
QQ7769,Supplemental,Insuff,Diff,Inconclusive,QQ7769,QQ,1,1,3,B,B,B:B,G,G,GG,20190415O_4,,,"Same Model, Diff Sess, JHP",038,038
